ID,NAME,Date,Time,Record identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind
AL081948 0000,            UNNAMED,19480926, 0000,  , EX,47.5,-39,45
AL091948 1200,            UNNAMED,19481003,1200,  , TD,16.7,-83.5,30
AL091948 1800,            UNNAMED,19481003,1800,  , TD,17.4,-84.3,30
AL091948 0000,            UNNAMED,19481004, 0000,  , TS,18.1,-84.7,35
AL091948 0600,            UNNAMED,19481004, 0600,  , TS,18.8,-85,45
AL091948 1200,            UNNAMED,19481004,1200,  , TS,19.5,-85.2,55
AL091948 1800,            UNNAMED,19481004,1800,  , HU,20.2,-85,70
AL091948 0000,            UNNAMED,19481005, 0000,  , HU,21.2,-84.2,90
AL091948 0600,            UNNAMED,19481005, 0600,  , HU,22.3,-83.3,110
AL091948 0700,            UNNAMED,19481005, 0700, L, HU,22.4,-83.2,110
AL091948 1200,            UNNAMED,19481005,1200,  , HU,23.5,-82.3,105
AL091948 1800,            UNNAMED,19481005,1800, L, HU,24.7,-81.2,90
AL091948 2000,            UNNAMED,19481005,2000, L, HU,25.1,-80.9,90
AL091948 0000,            UNNAMED,19481006, 0000,  , HU,25.8,-80.2,80
AL091948 0600,            UNNAMED,19481006, 0600,  , HU,26.8,-79.2,85
AL091948 1200,            UNNAMED,19481006,1200,  , HU,27.7,-77.9,85
AL091948 1800,            UNNAMED,19481006,1800,  , HU,28.7,-76.4,85
AL091948 0000,            UNNAMED,19481007, 0000,  , HU,29.7,-74.7,85
AL091948 0600,            UNNAMED,19481007, 0600,  , HU,30.7,-72.8,85
AL091948 1200,            UNNAMED,19481007,1200,  , HU,31.4,-70,90
AL091948 1800,            UNNAMED,19481007,1800,  , HU,31.9,-67,90
AL091948 2200,            UNNAMED,19481007,2200, L, HU,32.3,-64.9,90
AL091948 0000,            UNNAMED,19481008, 0000,  , HU,32.4,-63.6,90
AL091948 0600,            UNNAMED,19481008, 0600,  , HU,32.5,-60.1,80
AL091948 1200,            UNNAMED,19481008,1200,  , HU,32.4,-56.6,75
AL091948 1800,            UNNAMED,19481008,1800,  , HU,32.1,-53.2,70
AL091948 0000,            UNNAMED,19481009, 0000,  , HU,31.8,-51,65
AL091948 0600,            UNNAMED,19481009, 0600,  , TS,31.4,-49.2,60
AL091948 1200,            UNNAMED,19481009,1200,  , TS,31,-47.5,55
AL091948 1800,            UNNAMED,19481009,1800,  , TS,31,-45.8,55
AL091948 0000,            UNNAMED,19481010, 0000,  , TS,31.2,-44.1,50
AL091948 0600,            UNNAMED,19481010, 0600,  , TS,31.5,-42.4,50
AL091948 1200,            UNNAMED,19481010,1200,  , TS,31.8,-41,45
AL091948 1800,            UNNAMED,19481010,1800,  , TS,31.8,-40,50
AL091948 0000,            UNNAMED,19481011, 0000,  , TS,32,-39.3,50
AL091948 0600,            UNNAMED,19481011, 0600,  , TS,31.8,-38.7,50
AL091948 1200,            UNNAMED,19481011,1200,  , TS,31.5,-38.2,45
AL091948 1800,            UNNAMED,19481011,1800,  , TS,31,-38,45
AL091948 0000,            UNNAMED,19481012, 0000,  , TS,30.6,-38.2,45
AL091948 0600,            UNNAMED,19481012, 0600,  , TS,30.3,-38.5,45
AL091948 1200,            UNNAMED,19481012,1200,  , TS,30.2,-39,45
AL091948 1800,            UNNAMED,19481012,1800,  , TS,30.2,-39.6,40
AL091948 0000,            UNNAMED,19481013, 0000,  , TS,30.3,-40.3,40
AL091948 0600,            UNNAMED,19481013, 0600,  , TS,30.5,-40.7,35
AL091948 1200,            UNNAMED,19481013,1200,  , TS,30.8,-41.3,35
AL091948 1800,            UNNAMED,19481013,1800,  , TS,31.2,-42.6,40
AL091948 0000,            UNNAMED,19481014, 0000,  , TS,31.6,-43.9,45
AL091948 0600,            UNNAMED,19481014, 0600,  , TS,32.1,-45.2,50
AL091948 1200,            UNNAMED,19481014,1200,  , TS,32.6,-46.4,55
AL091948 1800,            UNNAMED,19481014,1800,  , TS,33.4,-47,60
AL091948 0000,            UNNAMED,19481015, 0000,  , TS,34.4,-47.5,60
AL091948 0600,            UNNAMED,19481015, 0600,  , TS,35.4,-47.8,55
AL091948 1200,            UNNAMED,19481015,1200,  , TS,36.4,-47.7,55
AL091948 1800,            UNNAMED,19481015,1800,  , TS,38,-47.9,50
AL091948 0000,            UNNAMED,19481016, 0000,  , TS,40.7,-46.6,50
AL091948 0600,            UNNAMED,19481016, 0600,  , EX,43.7,-43,45
AL091948 1200,            UNNAMED,19481016,1200,  , EX,46.5,-37.5,40
AL101948 1800,            UNNAMED,19481108,1800,  , TS,25.8,-66,45
AL101948 0000,            UNNAMED,19481109, 0000,  , TS,26.2,-67.8,50
AL101948 0600,            UNNAMED,19481109, 0600,  , TS,26.6,-69.5,50
AL101948 1200,            UNNAMED,19481109,1200,  , TS,27.1,-71.2,55
AL101948 1800,            UNNAMED,19481109,1800,  , TS,27.8,-72.8,60
AL101948 0000,            UNNAMED,19481110, 0000,  , HU,28.9,-73.9,65
AL101948 0600,            UNNAMED,19481110, 0600,  , HU,30.1,-74.4,65
AL101948 1200,            UNNAMED,19481110,1200,  , HU,31.4,-74.8,65
AL101948 1800,            UNNAMED,19481110,1800,  , TS,33.6,-75,60
AL101948 0000,            UNNAMED,19481111, 0000,  , TS,35.7,-73.9,55
AL101948 0600,            UNNAMED,19481111, 0600,  , EX,36.8,-72.5,40
AL011949 0000,            UNNAMED,19490821, 0000,  , TS,21.2,-61.5,55
AL011949 0600,            UNNAMED,19490821, 0600,  , TS,21.9,-63.2,60
AL011949 1200,            UNNAMED,19490821,1200,  , HU,22.6,-64.9,65
AL011949 1800,            UNNAMED,19490821,1800,  , HU,23.3,-66.6,70
AL011949 0000,            UNNAMED,19490822, 0000,  , HU,24,-68.3,75
AL011949 0600,            UNNAMED,19490822, 0600,  , HU,24.7,-70,75
AL011949 1200,            UNNAMED,19490822,1200,  , HU,25.4,-71.6,80
AL011949 1800,            UNNAMED,19490822,1800,  , HU,26.2,-73.1,85
AL011949 0000,            UNNAMED,19490823, 0000,  , HU,27.2,-74.3,85
AL011949 0600,            UNNAMED,19490823, 0600,  , HU,28.2,-75.3,85
AL011949 1200,            UNNAMED,19490823,1200,  , HU,29.2,-76.1,90
AL011949 1800,            UNNAMED,19490823,1800,  , HU,30.2,-76.6,90
AL011949 0000,            UNNAMED,19490824, 0000,  , HU,31.5,-76.7,95
AL011949 0600,            UNNAMED,19490824, 0600,  , HU,32.9,-76.6,95
AL011949 1200,            UNNAMED,19490824,1200,  , HU,34.3,-76.1,90
AL011949 1800,            UNNAMED,19490824,1800,  , HU,35.7,-74.5,90
AL011949 0000,            UNNAMED,19490825, 0000,  , HU,36.7,-71.7,85
AL011949 0600,            UNNAMED,19490825, 0600,  , HU,37.4,-67.7,85
AL011949 1200,            UNNAMED,19490825,1200,  , EX,38.2,-61.3,80
AL011949 1800,            UNNAMED,19490825,1800,  , EX,39.6,-56.7,75
AL011949 0000,            UNNAMED,19490826, 0000,  , EX,41.3,-54,70
AL011949 0600,            UNNAMED,19490826, 0600,  , EX,43,-51.9,65
AL011949 1200,            UNNAMED,19490826,1200,  , EX,44.7,-50,65
AL011949 1800,            UNNAMED,19490826,1800,  , EX,46.1,-47.5,60
AL011949 0000,            UNNAMED,19490827, 0000,  , EX,47.4,-45,60
AL011949 0600,            UNNAMED,19490827, 0600,  , EX,49.2,-42.5,55
AL011949 1200,            UNNAMED,19490827,1200,  , EX,51.2,-40,50
AL011949 1800,            UNNAMED,19490827,1800,  , EX,52.8,-37.8,50
AL011949 0000,            UNNAMED,19490828, 0000,  , EX,54.2,-35.7,50
AL011949 0600,            UNNAMED,19490828, 0600,  , EX,56,-33,45
AL011949 1200,            UNNAMED,19490828,1200,  , EX,58,-30,40
AL011949 1800,            UNNAMED,19490828,1800,  , EX,60,-27.4,40
AL011949 0000,            UNNAMED,19490829, 0000,  , EX,61.5,-24.7,50
AL011949 0600,            UNNAMED,19490829, 0600,  , EX,62.9,-21.9,45
AL011949 1200,            UNNAMED,19490829,1200,  , EX,64,-19,40
AL011949 1800,            UNNAMED,19490829,1800,  , EX,65,-16,40
AL011949 0000,            UNNAMED,19490830, 0000,  , EX,66,-13,35
AL021949 0600,            UNNAMED,19490823, 0600,  , TS,18,-60,50
AL021949 1200,            UNNAMED,19490823,1200,  , TS,18.2,-61.4,50
AL021949 1800,            UNNAMED,19490823,1800,  , TS,18.5,-62.7,55
AL021949 0000,            UNNAMED,19490824, 0000,  , TS,19,-64.2,60
AL021949 0600,            UNNAMED,19490824, 0600,  , TS,19.7,-65.8,60
AL021949 1200,            UNNAMED,19490824,1200,  , HU,20.5,-67.3,65
AL021949 1800,            UNNAMED,19490824,1800,  , HU,21.3,-68.6,70
AL021949 0000,            UNNAMED,19490825, 0000,  , HU,22.1,-69.8,70
AL021949 0600,            UNNAMED,19490825, 0600,  , HU,23,-71.1,75
AL021949 1200,            UNNAMED,19490825,1200,  , HU,23.6,-72.4,75
AL021949 1800,            UNNAMED,19490825,1800,  , HU,24,-73.7,80
AL021949 0000,            UNNAMED,19490826, 0000,  , HU,24.2,-75,90
AL021949 0600,            UNNAMED,19490826, 0600,  , HU,24.6,-76.4,100
AL021949 1200,            UNNAMED,19490826,1200,  , HU,25.2,-77.8,110
AL021949 1800,            UNNAMED,19490826,1800,  , HU,25.9,-79,115
AL021949 2300,            UNNAMED,19490826,2300, L, HU,26.6,-80,115
AL021949 0000,            UNNAMED,19490827, 0000,  , HU,26.6,-80.1,115
AL021949 0600,            UNNAMED,19490827, 0600,  , HU,27.3,-81.2,85
AL021949 1200,            UNNAMED,19490827,1200,  , HU,28.2,-82.2,65
AL021949 1800,            UNNAMED,19490827,1800,  , HU,29.1,-82.8,65
AL021949 0000,            UNNAMED,19490828, 0000,  , HU,30.3,-82.9,65
AL021949 0600,            UNNAMED,19490828, 0600,  , HU,31.8,-82.9,65
AL021949 1200,            UNNAMED,19490828,1200,  , TS,33.2,-82.7,55
AL021949 1800,            UNNAMED,19490828,1800,  , TS,34.7,-82.2,50
AL021949 0000,            UNNAMED,19490829, 0000,  , TS,36.4,-80.6,50
AL021949 0600,            UNNAMED,19490829, 0600,  , TS,38.6,-78.2,50
AL021949 1200,            UNNAMED,19490829,1200,  , TS,40.8,-76.6,50
AL021949 1800,            UNNAMED,19490829,1800,  , EX,43.8,-72.5,45
AL021949 0000,            UNNAMED,19490830, 0000,  , EX,46.8,-68.2,45
AL021949 0600,            UNNAMED,19490830, 0600,  , EX,49.5,-64.9,45
AL021949 1200,            UNNAMED,19490830,1200,  , EX,52.2,-62.5,45
AL021949 1800,            UNNAMED,19490830,1800,  , EX,54.1,-59.2,40
AL021949 0000,            UNNAMED,19490831, 0000,  , EX,54.8,-54.7,35
AL021949 0600,            UNNAMED,19490831, 0600,  , EX,54.8,-51,35
AL021949 1200,            UNNAMED,19490831,1200,  , EX,54.9,-46.9,35
AL021949 1800,            UNNAMED,19490831,1800,  , EX,54.7,-42,35
AL021949 0000,            UNNAMED,19490901, 0000,  , EX,54,-35,40
AL021949 0600,            UNNAMED,19490901, 0600,  , EX,53.5,-25,45
AL021949 1200,            UNNAMED,19490901,1200,  , EX,53.2,-19,50
AL021949 1800,            UNNAMED,19490901,1800,  , EX,53,-17,50
AL031949 1800,            UNNAMED,19490830,1800,  , TD,11.9,-55.8,30
AL031949 0000,            UNNAMED,19490831, 0000,  , TD,12.2,-56.5,30
AL031949 0600,            UNNAMED,19490831, 0600,  , TS,12.6,-57.3,35
AL031949 1200,            UNNAMED,19490831,1200,  , TS,13,-58.1,35
AL031949 1800,            UNNAMED,19490831,1800,  , TS,13.3,-59,40
AL031949 0000,            UNNAMED,19490901, 0000,  , TS,13.6,-60,40
AL031949 0600,            UNNAMED,19490901, 0600, L, TS,13.9,-61,40
AL031949 1200,            UNNAMED,19490901,1200,  , TS,14.2,-62,40
AL031949 1800,            UNNAMED,19490901,1800,  , TS,14.7,-63.2,40
AL031949 0000,            UNNAMED,19490902, 0000,  , TS,15,-64.4,40
AL031949 0600,            UNNAMED,19490902, 0600,  , TS,15.2,-65.2,40
AL031949 1200,            UNNAMED,19490902,1200,  , TS,15.3,-66,40
AL031949 1800,            UNNAMED,19490902,1800,  , TD,15.3,-66.9,30
AL031949 0000,            UNNAMED,19490903, 0000,  , TD,15.3,-68,25
AL041949 0000,            UNNAMED,19490903, 0000,  , TD,18.5,-65.4,30
AL041949 0600,            UNNAMED,19490903, 0600,  , TS,18.9,-65.9,40
AL041949 1200,            UNNAMED,19490903,1200,  , TS,19.8,-66.3,55
AL041949 1800,            UNNAMED,19490903,1800,  , HU,21,-66.6,70
AL041949 0000,            UNNAMED,19490904, 0000,  , HU,22.1,-66.8,65
AL041949 0600,            UNNAMED,19490904, 0600,  , TS,23,-67,60
AL041949 1200,            UNNAMED,19490904,1200,  , TS,23.5,-67.2,60
AL041949 1800,            UNNAMED,19490904,1800,  , TS,24.1,-67.4,60
AL041949 0000,            UNNAMED,19490905, 0000,  , HU,24.7,-67.4,65
AL041949 0600,            UNNAMED,19490905, 0600,  , HU,25.2,-67.2,70
AL041949 1200,            UNNAMED,19490905,1200,  , HU,25.6,-67,75
AL041949 1800,            UNNAMED,19490905,1800,  , HU,25.9,-66.7,80
AL041949 0000,            UNNAMED,19490906, 0000,  , HU,26,-66.4,90
AL041949 0600,            UNNAMED,19490906, 0600,  , HU,26,-65.9,95
AL041949 1200,            UNNAMED,19490906,1200,  , HU,26.1,-65.3,100
AL041949 1800,            UNNAMED,19490906,1800,  , HU,26.3,-64.9,100
AL041949 0000,            UNNAMED,19490907, 0000,  , HU,26.5,-64.7,100
AL041949 0600,            UNNAMED,19490907, 0600,  , HU,26.7,-64.5,100
AL041949 1200,            UNNAMED,19490907,1200,  , HU,27.2,-64.4,100
AL041949 1800,            UNNAMED,19490907,1800,  , HU,28.4,-64.4,105
AL041949 0000,            UNNAMED,19490908, 0000,  , HU,29.7,-64.3,110
AL041949 0600,            UNNAMED,19490908, 0600,  , HU,30.7,-64.1,110
AL041949 1200,            UNNAMED,19490908,1200,  , HU,31.7,-63.8,110
AL041949 1800,            UNNAMED,19490908,1800,  , HU,33,-63.2,110
AL041949 0000,            UNNAMED,19490909, 0000,  , HU,34.4,-62.1,110
AL041949 0600,            UNNAMED,19490909, 0600,  , HU,35.8,-61,105
AL041949 1200,            UNNAMED,19490909,1200,  , HU,37.6,-59.8,95
AL041949 1800,            UNNAMED,19490909,1800,  , HU,39.9,-58.7,85
AL041949 0000,            UNNAMED,19490910, 0000,  , HU,42.4,-57.8,75
AL041949 0600,            UNNAMED,19490910, 0600,  , EX,45,-56.3,65
AL041949 1200,            UNNAMED,19490910,1200,  , EX,48.9,-53.2,60
AL041949 1800,            UNNAMED,19490910,1800,  , EX,53.3,-50.9,60
AL041949 0000,            UNNAMED,19490911, 0000,  , EX,56.8,-48.8,60
AL041949 0600,            UNNAMED,19490911, 0600,  , EX,58.7,-47.7,50
AL041949 1200,            UNNAMED,19490911,1200,  , EX,61,-46.9,45
AL051949 0600,            UNNAMED,19490903, 0600,  , TS,23.7,-89,35
AL051949 1200,            UNNAMED,19490903,1200,  , TS,24.2,-89,40
AL051949 1800,            UNNAMED,19490903,1800,  , TS,25,-89.3,45
AL051949 0000,            UNNAMED,19490904, 0000,  , TS,26.3,-89.8,50
AL051949 0600,            UNNAMED,19490904, 0600,  , TS,27.8,-90.2,50
AL051949 1200,            UNNAMED,19490904,1200, L, TS,29.3,-90.6,50
AL051949 1800,            UNNAMED,19490904,1800,  , TS,30.3,-90.8,40
AL051949 0000,            UNNAMED,19490905, 0000,  , TS,31.3,-90.6,35
AL051949 0600,            UNNAMED,19490905, 0600,  , TD,32.3,-90.1,30
AL051949 1200,            UNNAMED,19490905,1200,  , TD,33.4,-89.4,25
AL051949 1800,            UNNAMED,19490905,1800,  , TD,34.8,-88.5,20
AL061949 0600,            UNNAMED,19490905, 0600,  , TS,27.3,-40.4,35
AL061949 1200,            UNNAMED,19490905,1200,  , TS,28.3,-41.2,35
AL061949 1800,            UNNAMED,19490905,1800,  , TS,29.2,-42,35
AL061949 0000,            UNNAMED,19490906, 0000,  , TS,30.2,-42.8,40
AL061949 0600,            UNNAMED,19490906, 0600,  , TS,31.6,-43.5,40
AL061949 1200,            UNNAMED,19490906,1200,  , TS,32.9,-43.7,40
AL061949 1800,            UNNAMED,19490906,1800,  , TS,34,-43.5,40
AL061949 0000,            UNNAMED,19490907, 0000,  , TS,34.3,-42.7,40
AL061949 0600,            UNNAMED,19490907, 0600,  , TS,34.4,-41.7,40
AL061949 1200,            UNNAMED,19490907,1200,  , TS,34.5,-41,40
AL061949 1800,            UNNAMED,19490907,1800,  , TS,34.7,-41,40
AL061949 0000,            UNNAMED,19490908, 0000,  , TS,35,-40.7,40
AL061949 0600,            UNNAMED,19490908, 0600,  , TS,35.3,-41,40
AL061949 1200,            UNNAMED,19490908,1200,  , TS,35.5,-41,40
AL061949 1800,            UNNAMED,19490908,1800,  , TS,35.5,-40.7,40
AL061949 0000,            UNNAMED,19490909, 0000,  , TS,35,-40.7,40
AL061949 0600,            UNNAMED,19490909, 0600,  , TS,34.5,-41.9,40
AL061949 1200,            UNNAMED,19490909,1200,  , TS,34.2,-43.3,40
AL061949 1800,            UNNAMED,19490909,1800,  , TS,34.3,-43.8,40
AL061949 0000,            UNNAMED,19490910, 0000,  , TS,34.4,-44.2,40
AL061949 0600,            UNNAMED,19490910, 0600,  , TS,34.6,-44.5,40
AL061949 1200,            UNNAMED,19490910,1200,  , TS,35.2,-44.5,40
AL061949 1800,            UNNAMED,19490910,1800,  , TS,36,-44.6,40
AL061949 0000,            UNNAMED,19490911, 0000,  , TS,37.1,-44.6,40
AL061949 0600,            UNNAMED,19490911, 0600,  , TS,38.3,-44.2,40
AL061949 1200,            UNNAMED,19490911,1200,  , TS,39.6,-43.8,40
AL061949 1800,            UNNAMED,19490911,1800,  , TS,41.4,-43,45
AL061949 0000,            UNNAMED,19490912, 0000,  , TS,43.6,-41.1,55
AL061949 0600,            UNNAMED,19490912, 0600,  , EX,46,-39,55
AL061949 1200,            UNNAMED,19490912,1200,  , EX,47.8,-37.5,55
AL061949 1800,            UNNAMED,19490912,1800,  , EX,48.5,-37,55
AL061949 0000,            UNNAMED,19490913, 0000,  , EX,48.4,-37.2,60
AL061949 0600,            UNNAMED,19490913, 0600,  , EX,48,-38.2,60
AL061949 1200,            UNNAMED,19490913,1200,  , EX,47.4,-39.5,60
AL061949 1800,            UNNAMED,19490913,1800,  , EX,46.7,-40.5,60
AL061949 0000,            UNNAMED,19490914, 0000,  , EX,45.9,-41.3,65
AL061949 0600,            UNNAMED,19490914, 0600,  , EX,45.2,-41.9,65
AL061949 1200,            UNNAMED,19490914,1200,  , EX,44.7,-42.2,65
AL061949 1800,            UNNAMED,19490914,1800,  , EX,44.2,-41.8,65
AL061949 0000,            UNNAMED,19490915, 0000,  , EX,43.7,-40.8,65
AL061949 0600,            UNNAMED,19490915, 0600,  , EX,43.2,-39.4,55
AL061949 1200,            UNNAMED,19490915,1200,  , EX,42.8,-38,45
AL061949 1800,            UNNAMED,19490915,1800,  , EX,42.8,-36.8,40
AL061949 0000,            UNNAMED,19490916, 0000,  , EX,43,-35.8,35
AL061949 0600,            UNNAMED,19490916, 0600,  , EX,43.7,-34.9,35
AL061949 1200,            UNNAMED,19490916,1200,  , EX,45,-34,35
AL061949 1800,            UNNAMED,19490916,1800,  , EX,46.5,-33.2,30
AL071949 1800,            UNNAMED,19490911,1800,  , EX,31,-72.8,40
AL071949 0000,            UNNAMED,19490912, 0000,  , EX,32,-72.5,40
AL071949 0600,            UNNAMED,19490912, 0600,  , EX,32.7,-73,40
AL071949 1200,            UNNAMED,19490912,1200,  , TS,33.2,-74,40
AL071949 1800,            UNNAMED,19490912,1800,  , TS,33.6,-75.1,45
AL071949 0000,            UNNAMED,19490913, 0000,  , TS,33.9,-76.3,40
AL071949 0600,            UNNAMED,19490913, 0600,  , TS,34.2,-77.6,35
AL071949 0800,            UNNAMED,19490913, 0800, L, TS,34.3,-77.8,35
AL071949 1200,            UNNAMED,19490913,1200,  , TD,34.4,-78.7,30
AL071949 1800,            UNNAMED,19490913,1800,  , TD,34.5,-79.1,25
AL071949 0000,            UNNAMED,19490914, 0000,  , TD,34.9,-79.1,25
AL071949 0600,            UNNAMED,19490914, 0600,  , TD,35.3,-78.7,25
AL071949 1200,            UNNAMED,19490914,1200,  , TD,35.8,-78,25
AL071949 1800,            UNNAMED,19490914,1800,  , TD,36.6,-77.3,25
AL081949 0600,            UNNAMED,19490913, 0600,  , TS,16,-32,35
AL081949 1200,            UNNAMED,19490913,1200,  , TS,17,-32.6,35
AL081949 1800,            UNNAMED,19490913,1800,  , TS,17.8,-32.9,35
AL081949 0000,            UNNAMED,19490914, 0000,  , TS,18.8,-32.6,40
AL081949 0600,            UNNAMED,19490914, 0600,  , TS,20,-32.5,40
AL081949 1200,            UNNAMED,19490914,1200,  , TS,21.1,-32.3,45
AL081949 1800,            UNNAMED,19490914,1800,  , TS,21.8,-32.1,50
AL081949 0000,            UNNAMED,19490915, 0000,  , TS,22.7,-31.8,50
AL081949 0600,            UNNAMED,19490915, 0600,  , TS,23.6,-31.7,50
AL081949 1200,            UNNAMED,19490915,1200,  , TS,24.5,-31.5,50
AL081949 1800,            UNNAMED,19490915,1800,  , TS,25.4,-31.3,50
AL081949 0000,            UNNAMED,19490916, 0000,  , TS,26.4,-31,45
AL081949 0600,            UNNAMED,19490916, 0600,  , TS,27.6,-30.6,40
AL081949 1200,            UNNAMED,19490916,1200,  , TS,28.7,-30.1,40
AL081949 1800,            UNNAMED,19490916,1800,  , TS,29.4,-29.8,35
AL081949 0000,            UNNAMED,19490917, 0000,  , TD,30,-29.7,30
AL091949 1200,            UNNAMED,19490920,1200,  , TS,26,-91.8,35
AL091949 1800,            UNNAMED,19490920,1800,  , TS,26.4,-92.3,35
AL091949 0000,            UNNAMED,19490921, 0000,  , TS,26.6,-92.8,40
AL091949 0600,            UNNAMED,19490921, 0600,  , TS,26.6,-93.3,40
