ID,NAME,Date,Time,Record identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind
AL081931 0600,            UNNAMED,19310929, 0600,  , EX,44.8,-46.3,50
AL091931 1200,            UNNAMED,19311013,1200,  , TD,24.8,-75.6,30
AL091931 1800,            UNNAMED,19311013,1800,  , TD,25.1,-76.2,30
AL091931 0000,            UNNAMED,19311014, 0000,  , TD,25.4,-76.9,30
AL091931 0600,            UNNAMED,19311014, 0600,  , TD,25.8,-77.6,30
AL091931 1200,            UNNAMED,19311014,1200,  , TD,26.2,-78.1,30
AL091931 1800,            UNNAMED,19311014,1800,  , TD,26.7,-78.1,30
AL091931 0000,            UNNAMED,19311015, 0000,  , TD,27.3,-78,30
AL091931 0600,            UNNAMED,19311015, 0600,  , TS,27.9,-77.8,35
AL091931 1200,            UNNAMED,19311015,1200,  , TS,28.5,-77.4,35
AL091931 1800,            UNNAMED,19311015,1800,  , TS,29.1,-76.1,40
AL091931 0000,            UNNAMED,19311016, 0000,  , TS,30,-74,40
AL091931 0600,            UNNAMED,19311016, 0600,  , TS,31.1,-71.8,40
AL091931 1200,            UNNAMED,19311016,1200,  , EX,32.5,-69.2,35
AL101931 1200,            UNNAMED,19311018,1200,  , TD,17.2,-85.5,30
AL101931 1800,            UNNAMED,19311018,1800,  , TS,18,-84.7,35
AL101931 0000,            UNNAMED,19311019, 0000,  , TS,18.8,-83.8,40
AL101931 0600,            UNNAMED,19311019, 0600,  , TS,19.7,-82.8,40
AL101931 1200,            UNNAMED,19311019,1200,  , TS,20.6,-81.6,40
AL101931 1800,            UNNAMED,19311019,1800,  , TS,21.7,-80.2,40
AL101931 0000,            UNNAMED,19311020, 0000,  , TS,23,-78.1,35
AL101931 0600,            UNNAMED,19311020, 0600,  , TS,24.4,-75.6,40
AL101931 1200,            UNNAMED,19311020,1200,  , TS,25.8,-73.1,40
AL101931 1800,            UNNAMED,19311020,1800,  , TS,26.7,-70.6,40
AL101931 0000,            UNNAMED,19311021, 0000,  , EX,27.2,-68.5,45
AL101931 0600,            UNNAMED,19311021, 0600,  , EX,27.6,-66.8,45
AL101931 1200,            UNNAMED,19311021,1200,  , EX,28,-64.8,50
AL101931 1800,            UNNAMED,19311021,1800,  , EX,28.5,-62.3,55
AL101931 0000,            UNNAMED,19311022, 0000,  , EX,29.3,-59.4,55
AL101931 0600,            UNNAMED,19311022, 0600,  , EX,30.3,-56.3,55
AL101931 1200,            UNNAMED,19311022,1200,  , EX,31.2,-53.4,55
AL101931 1800,            UNNAMED,19311022,1800,  , EX,31.6,-50.9,55
AL111931 1200,            UNNAMED,19311101,1200,  , TD,17.5,-83.5,30
AL111931 1800,            UNNAMED,19311101,1800,  , TD,17.6,-83.8,30
AL111931 0000,            UNNAMED,19311102, 0000,  , TS,17.7,-84.1,35
AL111931 0600,            UNNAMED,19311102, 0600,  , TS,17.8,-84.3,40
AL111931 1200,            UNNAMED,19311102,1200,  , TS,18,-84.5,45
AL111931 1800,            UNNAMED,19311102,1800,  , TS,18.2,-84.5,50
AL111931 0000,            UNNAMED,19311103, 0000,  , TS,18.3,-84.4,50
AL111931 0600,            UNNAMED,19311103, 0600,  , TS,18.4,-84.2,50
AL111931 1200,            UNNAMED,19311103,1200,  , TS,18.5,-84,50
AL111931 1800,            UNNAMED,19311103,1800,  , TS,18.4,-84.1,50
AL111931 0000,            UNNAMED,19311104, 0000,  , TS,18.2,-84.3,50
AL111931 0600,            UNNAMED,19311104, 0600,  , TS,17.9,-84.6,45
AL111931 1200,            UNNAMED,19311104,1200,  , TS,17.5,-85,40
AL111931 1800,            UNNAMED,19311104,1800,  , TS,17.5,-85,35
AL111931 0000,            UNNAMED,19311105, 0000,  , TS,17.6,-84.7,35
AL111931 0600,            UNNAMED,19311105, 0600,  , TD,17.8,-84.4,30
AL111931 1200,            UNNAMED,19311105,1200,  , TD,18,-84,30
AL111931 1800,            UNNAMED,19311105,1800,  , TD,18.2,-83.7,25
AL121931 1200,            UNNAMED,19311111,1200,  , TD,11.5,-79,30
AL121931 1800,            UNNAMED,19311111,1800,  , TD,11.5,-79.3,30
AL121931 0000,            UNNAMED,19311112, 0000,  , TD,11.5,-79.5,30
AL121931 0600,            UNNAMED,19311112, 0600,  , TD,11.6,-79.7,30
AL121931 1200,            UNNAMED,19311112,1200,  , TD,11.7,-80,30
AL121931 1800,            UNNAMED,19311112,1800,  , TD,11.8,-80.2,30
AL121931 0000,            UNNAMED,19311113, 0000,  , TS,12,-80.5,35
AL121931 0600,            UNNAMED,19311113, 0600,  , TS,12.2,-80.8,35
AL121931 1200,            UNNAMED,19311113,1200,  , TS,12.5,-81,35
AL121931 1800,            UNNAMED,19311113,1800,  , TS,13,-81.2,35
AL121931 0000,            UNNAMED,19311114, 0000,  , TS,13.6,-81.4,40
AL121931 0600,            UNNAMED,19311114, 0600,  , TS,14.3,-81.7,40
AL121931 1200,            UNNAMED,19311114,1200,  , TS,15,-82,45
AL121931 1800,            UNNAMED,19311114,1800,  , TS,15.5,-82.4,45
AL121931 0000,            UNNAMED,19311115, 0000,  , TS,16,-82.9,40
AL121931 0600,            UNNAMED,19311115, 0600,  , TS,16.5,-83.6,40
AL121931 1200,            UNNAMED,19311115,1200,  , TS,17,-84.5,35
AL121931 1800,            UNNAMED,19311115,1800,  , TS,17.5,-85.6,35
AL121931 0000,            UNNAMED,19311116, 0000,  , TS,18,-86.9,35
AL121931 0600,            UNNAMED,19311116, 0600,  , TD,18.5,-88.4,30
AL121931 1200,            UNNAMED,19311116,1200,  , TD,19,-90,25
AL121931 1800,            UNNAMED,19311116,1800,  , TD,19.5,-91.8,25
AL131931 0600,            UNNAMED,19311122, 0600,  , TS,22,-63.7,35
AL131931 1200,            UNNAMED,19311122,1200,  , TS,22.8,-64.5,35
AL131931 1800,            UNNAMED,19311122,1800,  , TS,23.5,-65.2,35
AL131931 0000,            UNNAMED,19311123, 0000,  , TS,24.3,-65.9,35
AL131931 0600,            UNNAMED,19311123, 0600,  , TS,25.1,-66.7,35
AL131931 1200,            UNNAMED,19311123,1200,  , TS,25.9,-67.5,40
AL131931 1800,            UNNAMED,19311123,1800,  , TS,26.6,-68.7,45
AL131931 0000,            UNNAMED,19311124, 0000,  , TS,27.3,-70.4,50
AL131931 0600,            UNNAMED,19311124, 0600,  , TS,28,-72.3,55
AL131931 1200,            UNNAMED,19311124,1200,  , TS,28.5,-74.1,55
AL131931 1800,            UNNAMED,19311124,1800,  , TS,28.3,-74.8,55
AL131931 0000,            UNNAMED,19311125, 0000,  , TS,28,-75.2,50
AL131931 0600,            UNNAMED,19311125, 0600,  , TS,27.7,-75.5,40
AL131931 1200,            UNNAMED,19311125,1200,  , TS,27.4,-75.8,35
AL131931 1800,            UNNAMED,19311125,1800,  , TD,27.1,-76.2,30
AL011932 1200,            UNNAMED,19320505,1200,  , TD,14.7,-75,25
AL011932 1800,            UNNAMED,19320505,1800,  , TD,14.8,-74.8,30
AL011932 0000,            UNNAMED,19320506, 0000,  , TS,14.9,-74.5,35
AL011932 0600,            UNNAMED,19320506, 0600,  , TS,15,-74.1,35
AL011932 1200,            UNNAMED,19320506,1200,  , TS,15.3,-73.5,40
AL011932 1800,            UNNAMED,19320506,1800,  , TS,16,-72.5,40
AL011932 0000,            UNNAMED,19320507, 0000,  , TS,17,-71.5,40
AL011932 0600,            UNNAMED,19320507, 0600,  , TS,18.3,-70.5,40
AL011932 1200,            UNNAMED,19320507,1200,  , TS,19.7,-69.5,45
AL011932 1800,            UNNAMED,19320507,1800,  , TS,21,-68.8,45
AL011932 0000,            UNNAMED,19320508, 0000,  , TS,22.4,-68.2,50
AL011932 0600,            UNNAMED,19320508, 0600,  , TS,23.7,-67.7,50
AL011932 1200,            UNNAMED,19320508,1200,  , TS,24.8,-67.3,55
AL011932 1800,            UNNAMED,19320508,1800,  , TS,25.8,-67.1,55
AL011932 0000,            UNNAMED,19320509, 0000,  , TS,26.6,-67,55
AL011932 0600,            UNNAMED,19320509, 0600,  , TS,27.4,-67,55
AL011932 1200,            UNNAMED,19320509,1200,  , TS,28.1,-67.1,55
AL011932 1800,            UNNAMED,19320509,1800,  , TS,28.9,-67.2,55
AL011932 0000,            UNNAMED,19320510, 0000,  , TS,29.8,-67.3,50
AL011932 0600,            UNNAMED,19320510, 0600,  , TS,30.8,-67.5,45
AL011932 1200,            UNNAMED,19320510,1200,  , TS,32,-67.9,40
AL011932 1800,            UNNAMED,19320510,1800,  , TS,33.4,-68.6,35
AL011932 0000,            UNNAMED,19320511, 0000,  , EX,35,-69.9,30
AL021932 0000,            UNNAMED,19320812, 0000,  , TS,22,-90.3,35
AL021932 0600,            UNNAMED,19320812, 0600,  , TS,23,-90.8,40
AL021932 1200,            UNNAMED,19320812,1200,  , TS,24,-91.3,45
AL021932 1800,            UNNAMED,19320812,1800,  , TS,24.7,-91.6,50
AL021932 0000,            UNNAMED,19320813, 0000,  , TS,25.4,-91.9,55
AL021932 0600,            UNNAMED,19320813, 0600,  , HU,26.1,-92.3,65
AL021932 1200,            UNNAMED,19320813,1200,  , HU,27,-92.8,90
AL021932 1800,            UNNAMED,19320813,1800,  , HU,27.9,-93.7,110
AL021932 0000,            UNNAMED,19320814, 0000,  , HU,28.6,-94.6,125
AL021932 0400,            UNNAMED,19320814, 0400, L, HU,29,-95.2,130
AL021932 0600,            UNNAMED,19320814, 0600,  , HU,29.1,-95.5,100
AL021932 1200,            UNNAMED,19320814,1200,  , HU,29.7,-96.3,65
AL021932 1800,            UNNAMED,19320814,1800,  , TS,30.5,-97.1,40
AL021932 0000,            UNNAMED,19320815, 0000,  , TD,31.4,-97.9,30
AL021932 0600,            UNNAMED,19320815, 0600,  , TD,32.4,-98.7,25
AL021932 1200,            UNNAMED,19320815,1200,  , TD,33.5,-99.5,25
AL021932 1800,            UNNAMED,19320815,1800,  , TD,34.5,-100.3,20
AL031932 1800,            UNNAMED,19320826,1800,  , TD,20.5,-69.2,30
AL031932 0000,            UNNAMED,19320827, 0000,  , TD,20.8,-70,30
AL031932 0600,            UNNAMED,19320827, 0600,  , TD,21.1,-71.7,30
AL031932 1200,            UNNAMED,19320827,1200,  , TD,21.4,-72.5,30
AL031932 1800,            UNNAMED,19320827,1800,  , TS,21.6,-73.3,35
AL031932 0000,            UNNAMED,19320828, 0000,  , TS,21.7,-74,35
AL031932 0600,            UNNAMED,19320828, 0600,  , TS,21.8,-74.8,40
AL031932 1200,            UNNAMED,19320828,1200,  , TS,22,-75.5,40
AL031932 1800,            UNNAMED,19320828,1800,  , TS,22.4,-76.2,40
AL031932 0000,            UNNAMED,19320829, 0000,  , TS,22.9,-77,45
AL031932 0600,            UNNAMED,19320829, 0600,  , TS,23.4,-77.7,50
AL031932 1200,            UNNAMED,19320829,1200,  , TS,24,-78.3,50
AL031932 1800,            UNNAMED,19320829,1800,  , TS,24.5,-79,55
AL031932 0000,            UNNAMED,19320830, 0000,  , TS,25,-79.8,55
AL031932 0400,            UNNAMED,19320830, 0400, L, TS,25.3,-80.3,55
AL031932 0600,            UNNAMED,19320830, 0600,  , TS,25.5,-80.7,55
AL031932 1200,            UNNAMED,19320830,1200,  , TS,26,-81.8,50
AL031932 1800,            UNNAMED,19320830,1800,  , TS,26.4,-83,55
AL031932 0000,            UNNAMED,19320831, 0000,  , HU,26.8,-84.1,65
AL031932 0600,            UNNAMED,19320831, 0600,  , HU,27.2,-85,70
AL031932 1200,            UNNAMED,19320831,1200,  , HU,27.8,-85.8,70
AL031932 1800,            UNNAMED,19320831,1800,  , HU,28.6,-86.6,70
AL031932 0000,            UNNAMED,19320901, 0000,  , HU,29.5,-87.4,75
AL031932 0500,            UNNAMED,19320901, 0500, L, HU,30.2,-88.1,75
AL031932 0600,            UNNAMED,19320901, 0600,  , HU,30.3,-88.2,75
AL031932 1200,            UNNAMED,19320901,1200,  , TS,31.1,-88.6,60
AL031932 1800,            UNNAMED,19320901,1800,  , TS,31.9,-89,50
AL031932 0000,            UNNAMED,19320902, 0000,  , TS,32.6,-89.4,40
AL031932 0600,            UNNAMED,19320902, 0600,  , TS,33.3,-89.8,35
AL031932 1200,            UNNAMED,19320902,1200,  , EX,34.1,-90.1,30
AL031932 1800,            UNNAMED,19320902,1800,  , EX,35.2,-90.1,30
AL031932 0000,            UNNAMED,19320903, 0000,  , EX,36.4,-89.9,30
AL031932 0600,            UNNAMED,19320903, 0600,  , EX,37.7,-89.5,30
AL031932 1200,            UNNAMED,19320903,1200,  , EX,39,-89,30
AL031932 1800,            UNNAMED,19320903,1800,  , EX,40.5,-87.6,35
AL031932 0000,            UNNAMED,19320904, 0000,  , EX,42.2,-85,40
AL031932 0600,            UNNAMED,19320904, 0600,  , EX,44,-82,45
AL031932 1200,            UNNAMED,19320904,1200,  , EX,46,-78,45
AL031932 1800,            UNNAMED,19320904,1800,  , EX,48,-74,45
AL041932 1800,            UNNAMED,19320830,1800,  , TD,18.8,-63.6,30
AL041932 0000,            UNNAMED,19320831, 0000,  , TD,19.3,-64.4,30
AL041932 0600,            UNNAMED,19320831, 0600,  , TS,19.8,-65.2,35
AL041932 1200,            UNNAMED,19320831,1200,  , TS,20.2,-66,40
AL041932 1800,            UNNAMED,19320831,1800,  , TS,20.4,-66.6,45
AL041932 0000,            UNNAMED,19320901, 0000,  , TS,20.6,-67.1,50
AL041932 0600,            UNNAMED,19320901, 0600,  , TS,20.7,-67.6,50
AL041932 1200,            UNNAMED,19320901,1200,  , TS,20.9,-68,50
AL041932 1800,            UNNAMED,19320901,1800,  , TS,21.1,-68.3,50
AL041932 0000,            UNNAMED,19320902, 0000,  , TS,21.3,-68.6,55
AL041932 0600,            UNNAMED,19320902, 0600,  , TS,21.5,-68.9,55
AL041932 1200,            UNNAMED,19320902,1200,  , TS,21.7,-69.2,60
AL041932 1800,            UNNAMED,19320902,1800,  , HU,21.9,-69.7,65
AL041932 0000,            UNNAMED,19320903, 0000,  , HU,22,-70.3,70
AL041932 0600,            UNNAMED,19320903, 0600,  , HU,22.2,-71,80
AL041932 1200,            UNNAMED,19320903,1200,  , HU,22.4,-71.5,85
AL041932 1800,            UNNAMED,19320903,1800,  , HU,22.7,-71.9,95
AL041932 0000,            UNNAMED,19320904, 0000,  , HU,23,-72.2,100
AL041932 0600,            UNNAMED,19320904, 0600,  , HU,23.5,-72.6,110
AL041932 1200,            UNNAMED,19320904,1200,  , HU,24,-73.2,115
AL041932 1800,            UNNAMED,19320904,1800,  , HU,24.4,-74,120
AL041932 0000,            UNNAMED,19320905, 0000,  , HU,24.7,-74.8,125
AL041932 0600,            UNNAMED,19320905, 0600,  , HU,25.1,-75.6,130
AL041932 1200,            UNNAMED,19320905,1200,  , HU,25.5,-76.4,135
AL041932 1800,            UNNAMED,19320905,1800,  , HU,26,-77,140
AL041932 0000,            UNNAMED,19320906, 0000,  , HU,26.5,-77.4,140
AL041932 0600,            UNNAMED,19320906, 0600,  , HU,27,-77.6,140
AL041932 1200,            UNNAMED,19320906,1200,  , HU,27.5,-77.4,140
AL041932 1800,            UNNAMED,19320906,1800,  , HU,28.1,-77.2,135
AL041932 0000,            UNNAMED,19320907, 0000,  , HU,28.7,-76.9,135
AL041932 0600,            UNNAMED,19320907, 0600,  , HU,29.3,-76.5,130
AL041932 1200,            UNNAMED,19320907,1200,  , HU,29.8,-76,130
AL041932 1800,            UNNAMED,19320907,1800,  , HU,30.5,-75,125
AL041932 0000,            UNNAMED,19320908, 0000,  , HU,31.7,-73.6,115
AL041932 0600,            UNNAMED,19320908, 0600,  , HU,33.5,-71.8,110
AL041932 1200,            UNNAMED,19320908,1200,  , HU,35.5,-70.1,100
AL041932 1800,            UNNAMED,19320908,1800,  , HU,37.2,-69.5,90
AL041932 0000,            UNNAMED,19320909, 0000,  , HU,38.6,-69.2,85
AL041932 0600,            UNNAMED,19320909, 0600,  , HU,39.5,-68.2,85
AL041932 1200,            UNNAMED,19320909,1200,  , HU,40.3,-67,80
AL041932 1800,            UNNAMED,19320909,1800,  , EX,41.4,-65,80
AL041932 0000,            UNNAMED,19320910, 0000,  , EX,42.4,-62.5,75
AL041932 0600,            UNNAMED,19320910, 0600,  , EX,42.9,-61,75
AL041932 1200,            UNNAMED,19320910,1200,  , EX,43.4,-59.6,70
AL041932 1800,            UNNAMED,19320910,1800,  , EX,43.7,-58.6,70
AL041932 0000,            UNNAMED,19320911, 0000,  , EX,43.8,-57.8,65
AL041932 0600,            UNNAMED,19320911, 0600,  , EX,44,-57,65
AL041932 1200,            UNNAMED,19320911,1200,  , EX,44.7,-56,60
AL041932 1800,            UNNAMED,19320911,1800,  , EX,46,-54,60
AL041932 0000,            UNNAMED,19320912, 0000,  , EX,47.8,-51,60
AL041932 0600,            UNNAMED,19320912, 0600,  , EX,50,-47,55
AL041932 1200,            UNNAMED,19320912,1200,  , EX,52,-43,55
AL041932 1800,            UNNAMED,19320912,1800,  , EX,53.7,-40.2,55
AL041932 0000,            UNNAMED,19320913, 0000,  , EX,55.2,-38.5,50
AL041932 0600,            UNNAMED,19320913, 0600,  , EX,56.5,-36.8,50
AL041932 1200,            UNNAMED,19320913,1200,  , EX,57.8,-35,50
AL041932 1800,            UNNAMED,19320913,1800,  , EX,59.3,-32.5,50
AL041932 0000,            UNNAMED,19320914, 0000,  , EX,61,-30,50
AL041932 0600,            UNNAMED,19320914, 0600,  , EX,63,-27,50
AL041932 1200,            UNNAMED,19320914,1200,  , EX,65,-24,50
AL041932 1800,            UNNAMED,19320914,1800,  , EX,67,-19,50
AL041932 0000,            UNNAMED,19320915, 0000,  , EX,69,-12,50
AL041932 0600,            UNNAMED,19320915, 0600,  , EX,70.8,-4,50
AL041932 1200,            UNNAMED,19320915,1200,  , EX,72,5,50
AL041932 1800,            UNNAMED,19320915,1800,  , EX,72.5,14,50
AL041932 0000,            UNNAMED,19320916, 0000,  , EX,72.5,22,50
AL041932 0600,            UNNAMED,19320916, 0600,  , EX,72.3,28,50
AL041932 1200,            UNNAMED,19320916,1200,  , EX,72,32,50
AL041932 1800,            UNNAMED,19320916,1800,  , EX,71.5,35,45
AL041932 0000,            UNNAMED,19320917, 0000,  , EX,71,37,40
AL041932 0600,            UNNAMED,19320917, 0600,  , EX,70.5,38.5,35
AL041932 1200,            UNNAMED,19320917,1200,  , EX,70,40,35
AL041932 1800,            UNNAMED,19320917,1800,  , EX,69.5,41.5,30
AL051932 0000,            UNNAMED,19320904, 0000,  , TS,36.8,-47.2,45
AL051932 0600,            UNNAMED,19320904, 0600,  , TS,36.9,-48,45
AL051932 1200,            UNNAMED,19320904,1200,  , TS,37,-48.8,50
AL051932 1800,            UNNAMED,19320904,1800,  , TS,37.1,-49.7,55
AL051932 0000,            UNNAMED,19320905, 0000,  , TS,37.3,-50.6,55
AL051932 0600,            UNNAMED,19320905, 0600,  , TS,37.5,-51.4,60
AL051932 1200,            UNNAMED,19320905,1200,  , TS,37.7,-52,60
AL051932 1800,            UNNAMED,19320905,1800,  , TS,38,-52.6,55
AL051932 0000,            UNNAMED,19320906, 0000,  , TS,38.4,-53.2,55
AL051932 0600,            UNNAMED,19320906, 0600,  , TS,38.9,-53.8,50
AL051932 1200,            UNNAMED,19320906,1200,  , TS,39.5,-54,50
AL051932 1800,            UNNAMED,19320906,1800,  , TS,40.3,-53.9,45
AL051932 0000,            UNNAMED,19320907, 0000,  , TS,41.3,-53.4,40
AL051932 0600,            UNNAMED,19320907, 0600,  , TS,42.4,-52.8,35
AL051932 1200,            UNNAMED,19320907,1200,  , TD,43.5,-52,30
AL051932 1800,            UNNAMED,19320907,1800,  , EX,44.7,-51,30
AL061932 0600,            UNNAMED,19320909, 0600,  , TS,19.2,-93.3,35
AL061932 1200,            UNNAMED,19320909,1200,  , TS,20.8,-93.2,35
AL061932 1800,            UNNAMED,19320909,1800,  , TS,21.4,-93.2,35
AL061932 0000,            UNNAMED,19320910, 0000,  , TS,21.8,-93.1,35
AL061932 0600,            UNNAMED,19320910, 0600,  , TS,22.1,-93.1,35
AL061932 1200,            UNNAMED,19320910,1200,  , TS,22.4,-93,35
AL061932 1800,            UNNAMED,19320910,1800,  , TS,22.9,-93,35
AL061932 0000,            UNNAMED,19320911, 0000,  , TS,23.5,-93,35
AL061932 0600,            UNNAMED,19320911, 0600,  , TS,24.2,-93,35
AL061932 1200,            UNNAMED,19320911,1200,  , TS,24.8,-92.9,35
AL061932 1800,            UNNAMED,19320911,1800,  , TS,25.1,-92.8,35
AL061932 0000,            UNNAMED,19320912, 0000,  , TS,25.3,-92.7,35
AL061932 0600,            UNNAMED,19320912, 0600,  , TS,25.4,-92.6,35
AL061932 1200,            UNNAMED,19320912,1200,  , TS,25.5,-92.5,40
AL061932 1800,            UNNAMED,19320912,1800,  , TS,25.6,-92.3,40
AL061932 0000,            UNNAMED,19320913, 0000,  , TS,25.7,-92,45
AL061932 0600,            UNNAMED,19320913, 0600,  , TS,25.8,-91.6,45
AL061932 1200,            UNNAMED,19320913,1200,  , TS,26,-91,50
AL061932 1800,            UNNAMED,19320913,1800,  , TS,26.3,-90.6,50
AL061932 0000,            UNNAMED,19320914, 0000,  , TS,26.7,-90.2,50
AL061932 0600,            UNNAMED,19320914, 0600,  , TS,27.2,-89.9,50
AL061932 1200,            UNNAMED,19320914,1200,  , TS,27.8,-89.2,50
AL061932 1800,            UNNAMED,19320914,1800,  , TS,28.5,-87.7,50
AL061932 0000,            UNNAMED,19320915, 0000,  , TS,29.3,-85.7,50
AL061932 0400,            UNNAMED,19320915, 0400, L, TS,30,-83.9,50
AL061932 0600,            UNNAMED,19320915, 0600,  , TS,30.2,-83.3,45
AL061932 1200,            UNNAMED,19320915,1200,  , EX,31.4,-80.8,40
AL061932 1800,            UNNAMED,19320915,1800,  , EX,32.7,-78.6,40
AL061932 0000,            UNNAMED,19320916, 0000,  , EX,34,-77,45
AL061932 0600,            UNNAMED,19320916, 0600,  , EX,35.4,-75.6,50
AL061932 1200,            UNNAMED,19320916,1200,  , EX,36.7,-74.2,55
AL061932 1800,            UNNAMED,19320916,1800,  , EX,38,-72.6,60
AL061932 0000,            UNNAMED,19320917, 0000,  , EX,39.5,-71,65
AL061932 0600,            UNNAMED,19320917, 0600,  , EX,41.5,-69.3,65
AL061932 1200,            UNNAMED,19320917,1200,  , EX,44,-67.7,55
AL061932 1800,            UNNAMED,19320917,1800,  , EX,47.5,-66,45
AL061932 0000,            UNNAMED,19320918, 0000,  , EX,52,-66.5,40
AL061932 0600,            UNNAMED,19320918, 0600,  , EX,56,-67,35
AL071932 0000,            UNNAMED,19320916, 0000,  , TS,30.4,-41.6,35
AL071932 0600,            UNNAMED,19320916, 0600,  , TS,30.7,-42.8,35
AL071932 1200,            UNNAMED,19320916,1200,  , TS,31,-44,40
AL071932 1800,            UNNAMED,19320916,1800,  , TS,31.3,-45.2,40
AL071932 0000,            UNNAMED,19320917, 0000,  , TS,31.7,-46.4,40
AL071932 0600,            UNNAMED,19320917, 0600,  , TS,32.1,-47.5,40
AL071932 1200,            UNNAMED,19320917,1200,  , TS,32.5,-48.5,40
AL071932 1800,            UNNAMED,19320917,1800,  , TS,32.8,-49.2,40
AL071932 0000,            UNNAMED,19320918, 0000,  , TS,33.1,-49.6,45
AL071932 0600,            UNNAMED,19320918, 0600,  , TS,33.5,-49.8,45
AL071932 1200,            UNNAMED,19320918,1200,  , TS,34,-50,45
AL071932 1800,            UNNAMED,19320918,1800,  , TS,34.6,-50.3,45
AL071932 0000,            UNNAMED,19320919, 0000,  , TS,35.3,-50.8,50
AL071932 0600,            UNNAMED,19320919, 0600,  , TS,36.1,-51.4,50
AL071932 1200,            UNNAMED,19320919,1200,  , TS,37,-52,50
AL071932 1800,            UNNAMED,19320919,1800,  , TS,38,-52.7,50
AL071932 0000,            UNNAMED,19320920, 0000,  , TS,39.2,-53.4,50
AL071932 0600,            UNNAMED,19320920, 0600,  , TS,40.3,-54.2,50
AL071932 1200,            UNNAMED,19320920,1200,  , TS,41,-55,50
AL071932 1800,            UNNAMED,19320920,1800,  , TS,41,-56.1,50
AL071932 0000,            UNNAMED,19320921, 0000,  , TS,40.3,-57.6,55
AL071932 0600,            UNNAMED,19320921, 0600,  , TS,39.3,-59.3,55
AL071932 1200,            UNNAMED,19320921,1200,  , TS,38.5,-61,55
AL071932 1800,            UNNAMED,19320921,1800,  , TS,38.5,-62.2,55
AL071932 0000,            UNNAMED,19320922, 0000,  , TS,38.7,-63,50
AL071932 0600,            UNNAMED,19320922, 0600,  , TS,39.1,-63.5,50
AL071932 1200,            UNNAMED,19320922,1200,  , TS,39.5,-64,50
AL071932 1800,            UNNAMED,19320922,1800,  , TS,39.8,-64.5,50
AL071932 0000,            UNNAMED,19320923, 0000,  , EX,40.1,-65,45
AL071932 0600,            UNNAMED,19320923, 0600,  , EX,40.5,-65.4,45
AL071932 1200,            UNNAMED,19320923,1200,  , EX,41,-65.5,40
AL071932 1800,            UNNAMED,19320923,1800,  , EX,42,-65.4,40
AL071932 0000,            UNNAMED,19320924, 0000,  , EX,44,-65,35
AL071932 0600,            UNNAMED,19320924, 0600,  , EX,46,-64.5,35
AL071932 1200,            UNNAMED,19320924,1200,  , EX,48,-64,35
AL071932 1800,            UNNAMED,19320924,1800,  , EX,50.5,-63.5,40
AL071932 0000,            UNNAMED,19320925, 0000,  , EX,53.2,-63,45
AL071932 0600,            UNNAMED,19320925, 0600,  , EX,56,-62.5,45
AL071932 1200,            UNNAMED,19320925,1200,  , EX,59,-62,50
AL071932 1800,            UNNAMED,19320925,1800,  , EX,61.5,-61.2,50
AL071932 0000,            UNNAMED,19320926, 0000,  , EX,63.5,-60,50
AL071932 0600,            UNNAMED,19320926, 0600,  , EX,65,-58,45
AL071932 1200,            UNNAMED,19320926,1200,  , EX,66,-55,45
AL071932 1800,            UNNAMED,19320926,1800,  , EX,66.7,-51,40
AL081932 0000,            UNNAMED,19320918, 0000,  , TD,20.8,-95,30
AL081932 0600,            UNNAMED,19320918, 0600,  , TS,21.6,-94.5,35
AL081932 1200,            UNNAMED,19320918,1200,  , TS,22.5,-94.1,40
AL081932 1800,            UNNAMED,19320918,1800,  , TS,23.6,-93.8,45
AL081932 0000,            UNNAMED,19320919, 0000,  , TS,25,-93.4,50
AL081932 0600,            UNNAMED,19320919, 0600,  , TS,26.5,-92.8,55
AL081932 1200,            UNNAMED,19320919,1200,  , TS,28,-92.3,55
AL081932 1800,            UNNAMED,19320919,1800,  , TS,29.4,-91.9,55
AL081932 1900,            UNNAMED,19320919,1900, L, TS,29.6,-91.9,55
AL081932 0000,            UNNAMED,19320920, 0000,  , TS,31,-91.5,40
AL081932 0600,            UNNAMED,19320920, 0600,  , TS,33.4,-90.2,35
AL081932 1200,            UNNAMED,19320920,1200,  , TD,36,-88.3,30
AL081932 1800,            UNNAMED,19320920,1800,  , TD,37.6,-87.1,25
AL081932 0000,            UNNAMED,19320921, 0000,  , EX,38.3,-86.3,20
AL081932 0600,            UNNAMED,19320921, 0600,  , EX,38.7,-85.3,20
AL081932 1200,            UNNAMED,19320921,1200,  , EX,38.8,-84,20
AL081932 1800,            UNNAMED,19320921,1800,  , EX,38.8,-82.5,20
AL091932 0600,            UNNAMED,19320925, 0600,  , TS,16.8,-56.7,50
AL091932 1200,            UNNAMED,19320925,1200,  , HU,16.9,-58,65
AL091932 1800,            UNNAMED,19320925,1800,  , HU,17,-59.3,80
AL091932 0000,            UNNAMED,19320926, 0000,  , HU,17.2,-60.7,90
AL091932 0600,            UNNAMED,19320926, 0600,  , HU,17.4,-61.9,105
AL091932 1200,            UNNAMED,19320926,1200,  , HU,17.7,-63,120
AL091932 1800,            UNNAMED,19320926,1800,  , HU,17.9,-64,125
AL091932 0000,            UNNAMED,19320927, 0000,  , HU,18,-65,125
